child_id,fname,lname,age,family_size,num_of_siblings,parents_working_hours,household_income,access_to_technology,number_of_devices,environment_type,school_type
9271,Frederick,  Frye   ,9,4,2,30.90,,1,2,URBAN,Public
9272,Breanna,Mora,12,6,4,42.10,,1,1,Suburban,Governmental
9273,Colin,,13,3,1,34.50,22412.82,1,3,Urban,public
9274,Isaac,,14,7,5,50.20,21201.93,1,1,Suburban, Public 
9275,Michael,Unknown,11,4,2,45.10,24734.88,0,0,Suburb,public
9276,Maxwell,Clay,7,3,1,46.20,107788.41,1,6,urban,private
9277,Rebekah,Valentine,13,6,4,28.20,,0,5,  City  , Gov 
9278,Kurt,Solomon,13,4,2,58.40,,1,5,City,  Private  
9279,Natalie,Waller,4,4,2,54.00,,1,6,Urban,Private
9280,Marissa,Stone,16,7,5,19.40,26690.64,1,,Rural,Public
9281,Gregg,Thornton,3,6,4,49.40,18655.69,1,1,Urban,PVT
9282,Jerry,Duke,14,6,4,48.00,27596.64,1,4,SUB,Gov
9283,Julie,Gonzales,8,8,6,43.40,13838.78,1,,  Rural  ,Homeschool
9284,Mark,Patterson,13,2,0,56.40,90032.76,1,9,Urban, International 
9285,William,Barker,12,5,3,45.90,32075.87,1,5,Suburban,PUBLIC
9286,Kari,Contreras,10,7,5,55.40,15256.34,1,,Rural,Homeschool
9287,Katherine,love,12,7,5,44.70,68302.81,1,5,Suburban,  Homeschool  
9288,philip,Chavez,10,4,2,8.20,24492.52,1,2, URB ,  Public  
9290,Kirk,Donovan,18,7,4,52.40,25243.58,1,,RURAL,PUB
9291,Connie,Camacho,6,4,2,,30978.81,1,,SUB,Public
9292,Douglas,Burns,3,3,1,,24136.4,1,4,Suburb, Public 
9293,Darren,Faulkner,9,4,2,55.50,40564.02,1,6,suburban,private
9294,Derrick,Garrett,9,3,1,42.70,18097.49,1,1,Suburban,Private
9295,Beth,Valdez,9,4,2,24.10,54859.61,1,,Urban,Public
9296,Natasha,Figueroa,7,5,3,35.00,14694.41,1,1,RURAL,Public
9297,,Finley,14,3,1,32.90,"62055,68",1,5,urban,public
9298,  Alexandria   ,Turner,6,4,2,43.50,30499.23,1,1,countryside,Homeschool
9299,Eddie,  Wallace   ,12,3,1,,40220.19,1,2,Urban,Public
9300,Marcia,Ho,13,6,4,59.30,24352.5,1,2,suburban,PUBLIC
9301,Cameron,Warner,12,5,3,23.50,46932.73,1,6,SUB,Private
9302,Lori,Munoz,12,7,5,67.80,35034.97,1,6, Suburban ,  Private  
9303,Gabrielle,Bryant,14,2,0,58.80,5069.04,,,Urban,Public
9304,Kayla,Taylor,11,4,1,31.60,16321.82,,,Suburban,Public
9305,Alexander,Oconnell,9,3,1,35.60,32624.1,1,3,Urban,Private
9306,Glenn,Galloway,12,3,1,,34677.61,1,2,City,Governmental
9307,Morgan,Figueroa,13,4,2,58.10,37757.4,1,5,Suburban,Public
9308,Samuel,Huff,14,2,0,34.40,,0,0, countryside , Private 
9309,Jordan,Bright,4,7,5,35.90,23686.48,1,3,Rural,Gov
9310,Monica,Hoffman,10,4,2,52.80,8132.39,,,Suburban,Public
9311,Darlene,Kelley,7,4,2,49.90,,1,5,suburban,  Public  
9312,Kristi,Garrison,13,2,0,44.60,58028.64,1,2,Urban,  Private  
9313,Kirk,Forbes,13,2,0,40.50,31614.57,1,,  City  ,PUB
9314,Susan,Hunt,10,4,2,62.00,28621.02,1,6,NA,PUBLIC
9315,Helen,Mullen,8,2,0,37.50,19499.86,1,1,Suburb,Public
9316,Megan,Walsh,13,3,1,35.50,,1,4,Suburban,  Governmental  
9317,Toni,Gillespie,10,5,2,44.70,,1,,Urban,Homeschool
9318,Javier,Marsh,16,3,1,52.10,41194.95,1,2,Urban,International
9319,Matthew,Mclaughlin,17,7,5,33.10,"37635,36",1,4,Urban,Public
9320,,Montgomery,14,2,0,,26365.75,1,4,SUB,Governmental
9321,Raven,Haley,11,5,3,43.70,38802.95,1,2,Urban,  Public  
9322,Roger,Holt,17,2,0,,33220.41,1,4,City,Public
9323,Dawn,Stevens,11,4,2,59.00,51664.23,1,1,Suburban,Int.
9324,Jerry,CHERRY,9,7,5,48.00,43139.56,1,2,  city  ,Public
9325,Cathy,Bauer,8,2,0,55.30,52672.43,1,3,Urban,PRIVATE
9326,Paige,Miranda,8,6,4,31.80,16811.97,0,0,Suburb,PUB
9327,Hannah,Neal,10,4,2,41.60,18870.58,0,0,Urban,Governmental
9328,jimmy,Brewer,12,4,1,31.00,26489.19,1,3,Suburban,public
9329,Krystal,,5,8,6,29.50,25905.26,1,-4, Rural ,private
9330,Riley,Parks,9,2,0,53.00,39827.33,1,4,urban,  Private  
9331,Jeffery,Parrish,11,4,2,39.70,19669 EGP,0,,Urban,Public
9332,Jessica,Deleon,13,5,2,50.60,39312.95,1,7,suburban,Gov
9333,Brandy,Gamble,10,2,0,37.50,18118.48,0,0,Suburban,Public
9334,Gene,Valencia,11,5,2,31.70,24850.12,1,,  Rural  ,public
9335,Paige,Sandoval,6,5,2,68.70,,1,,Urban,PUBLIC
9336,Julia,Lucas,7,4,2,,,,,countryside,private 
9337,Mason,Petersen,10,2,0,36.70,"19,057.43",1,,Suburban,Public
9338,Carl,Castro,12,4,2,,31992.26,1,1,Urban,PUB
9339,,Unknown,11,5,2,40.00,26787.11,0,0,Suburban,international
9340,,Gilmore,7,5,3,36.40,16720.48,,,Urban,Public
9341,,Mcclain,10,3,1,41.30,41404.32,1,1,Urban,International
9342,Kathy,Haley,16,3,1,26.10,56172.14,1,3,Urban,PVT
9343,Alisha,Barber,12,5,3,36.30,47730.09,1,2,Urban,Priv
9344,Colton,Schmitt,10,4,2,51.40,30432.59,1,2,SUB,Public
9345,Melissa,Brown,7,2,0,34.10,23214.56,1,6,  Urban  ,Public
9346,  Crystal   ,Marsh,8,3,1,19.70,31917.77,1,2,  Urban  ,Priv
9347,theodore,Guerra,11,2,0,27.10,27658.71,1,4,Urban,Private
9348,Connor,Wilkins,11,4,2,48.00,27401.85,1,4, Suburban ,  Homeschool  
9349,Reginald,Unknown,13,8,6,,28711.23,1,3,  Rural  ,Public
9350,Kimberly,Norton,12,3,1,66.50,,1,4, Urban ,  Private  
9351,Elaine,Alvarez,9,5,2,18.70,,0,0,  Rural  ,Public
9352,Wanda,,9,4,1,44.50,"$39,726",1,2,suburban,Priv
9353,Billy,Luna,18,4,2,,21342.67,1,2,Rural,Unknown
9354,Mariah,Waters,8,8,6,39.80,27790.59,0,,Suburban,Gov
9355,Caitlin,Hopkins,6,5,3,22.30,15585.45,1,1,City,Gov
9356,Danielle,Parrish,5,6,4,,,1,1,Suburban, Private 
9357,Hailey,Kent,9,6,4,52.30,"17266,73",,,suburban,Public
9358,Tracy,Dougherty,14,2,0,35.20,,,,Rural,public
9359,roberta,Hansen,8,8,6,50.80,13100.91,1,2,RURAL,public
9360,Dustin,Richmond,16,5,2,34.40,,1,4,Sub-urban,Public
9361,Megan,Leon,10,2,0,53.60,,1,6,Sub-urban,Private
9362,Darlene,Gregory,14,3,1,41.70,67924.42,1,5,URB,private
9363,Marilyn,Callahan,8,4,2,40.40,29805.27,0,0,Suburban,Unknown
9364,Jasmine,Landry,8,2,0,31.00,25121.73,1,1,Suburban,Governmental
9365,Unknown,Huff,11,2,0,48.70,69884.0,1,2,  Suburban  ,PVT
9366,Carl,Carrillo,12,2,0,67.10,72625.45,1,1,Urban,private 
9367,Charlotte,Terry,10,4,2,39.40,11419.13,,, Village ,public
9368,Ethan,Rogers,12,4,2,61.20,34071.69,1,3,City,Public
9369,Eduardo,  Hobbs   ,13,5,3,49.40,26894.51,1,6,Urban,Public
9370,Shane,West,5,3,1,43.30,,1,3,city,Public
9371,Alyssa,Lin,9,6,4,30.50,27146.16,0,0,Urban,Public
9372,Taylor,Bates,0,6,4,37.30,,0,0, City ,Public
9373,Tonya,Andersen,9,4,1,53.10,33386.44,1,4,urban,Public
9374,,Pruitt,12,4,2,,33490.61,1,,  city  ,public
9375,Sean,CARRILLO,9,7,5,,65578.25,1,5,  Urban  ,private 
9376,Victoria,Kramer,3,2,0,47.80,19076.47,0,0,Urban,Public
9377,Karen,Wyatt,10,4,2,44.90,29196.55,1,1,Rural,  Gov  
9378,,Rodriguez,7,2,0,70.80,,1,1,Suburban,Public
9379,Theresa,Rogers,12,3,1,50.10,33869.32,0,0,Urban,Public
9380,Yolanda,Hendricks,13,2,0,45.40,45426.11,1,2,SUBURBAN,Public
9381,Alicia,Unknown,3,2,0,37.80,34995.2,1,3,Suburban,Gov
9382,Kelly,Aguirre,19,6,4,35.00,21504.02,0,0,Sub-urban,Public
9383,Ellen,Myers,12,3,0,38.70,34774.44,1,3,Urban,International
9384,Charles,Andrews,5,4,2,51.20,63497.7,1,4,Suburban,n/a
9385,Kelly,Marshall,13,3,1,,21473.29,1,3,urban,Gov
9386,Martha,Mcdaniel,14,4,2,42.30,40603.28,1,1,urban,International
9387,Steve,Villanueva,10,6,4,,29167.14,1,2,Rural,Public
9388,Elaine,Reed,8,9,7,38.80,24018.66,1,,  URB  ,Private
9389,Heather,Krause,3,2,0,44.30,,1,6, city ,Unknown
9390,Bruce,Hale,13,4,2,31.90,92992.51,1,1,urban,International
9391,Andre,Pruitt,18,2,0,37.10,46710.14,1,1,Suburban,private 
9392,Frederick,Schmidt,17,4,2,,,1,,urban,-
9393,Selena,Walter,10,4,1,55.20,11489.79,0,0, Urban ,Public
9394,Marvin,Jimenez,7,6,4,24.80,14378.54,0,0,URB,Governmental
9396,Dale,Shaffer,10,2,0,48.20,20707.18,1,1,Urban,Gov
9397,Michelle,Walsh,12,2,0,47.00,41949.96,1,2,Urban,private
9398,Jodi,yoder,12,3,1,22.10,6210.35,0,0,Urban,Public
9399,  Rachel   ,Montoya,11,2,0,43.30,41800.93,1,4,Urban,Public
9400,Craig,Luna,999,6,4,9.10,15573.76,0,0,Rural,Public
9401,Unknown,Gaines,14,5,3,51.80,18996.53,1,1,SUBURBAN,Governmental
9402,Francis,Powers,9,3,1,53.40,84848.89,1,6,Urban, Private 
9403,Harry,LANE,7,5,2,29.70,25098.5,1,3,Urban,Public
9404,Chelsea,WALTER,3,4,2,48.60,10517.34,0,0,Sub-urban, Gov 
9405,Collin,Christian,9,3,0,41.00,32903.31,1,3,SUB,  Private  
9406,Sierra,  Mclean   ,7,2,0,47.70,36687.62,1,3,Urban,PVT
9407,Wayne,Hughes,12,5,3,42.60,"27020,05",1,1,urban,PVT
9408,Chris,Ferguson,9,5,3,44.60,93265.98,1,6,  SUB  ,PRIVATE
9409,Darrell,,10,2,0,35.90,33374.74,0,0,URB,Private
9410,Jonathan,Kim,13,7,5,59.70,51955.1,1,3,Urban,  Private  
9411,Gerald,Hart,12,3,1,,35514.18,1,1,URBAN,public
9412,,Vincent,10,4,1,39.10,51472.94,1,4,Suburban,Private
9413,Holly,Conrad,17,4,2,38.60,24785.59,0,0,urban,International
9414,Charles,Durham,13,4,2,43.20,,,, Urban ,Public
9415,Brittany,Gentry,9,6,4,47.10,"45,304.27",1,,Urban,Governmental
9416,Audrey,Maldonado,9,2,0,52.90,30169.87,1,2,SUB,  Private  
9417,James,Walter,13,5,3,48.90,39631.21,1,1, Suburban ,Public
9418,Michael,Walls,11,6,4,42.10,18229.73,1,1,SUB,Governmental
9419,Gabriella,Higgins,6,5,2,47.80,33326.37,1,, Suburban ,Public
9420,Kim,Wagner,14,2,0,44.60,,0,0,Suburban,Public
9422,Johnny,Mcclain,15,6,4,33.70,11642.75,0,,rural,Homeschool
9423,Mary,Solis,16,2,0,26.20,22533.95,1,1,Village,Public
9424,Allen,Mullen,18,5,3,,22780.97,0,0,Urban,n/a
9425,Kaitlin,Mejia,17,3,1,35.90,12027.43,,,SUB,PUBLIC
9426,  Maureen   ,Hicks,12,3,1,38.60,21752.13,1,1,city, PUBLIC 
9427,Henry,Baird,10,2,0,40.00,41322.76,1,2,urban,Gov
9428,,Galloway,4,4,2,38.10,31955.38,1,1,city,Public
9429,Joanna,Morrison,11,2,0,,"$16,987",,,SUBURBAN,  PUBLIC  
9430,Debra,Bush,12,2,0,32.10,27216.2,1,2,Rural,International
9431,Chad,Solomon,11,5,3,24.70,60534.81,1,4,Suburban,private
9433,Zachary,Lyons,9,3,1,33.30,8357.19,0,0,urban,PUB
9434,Dustin,Ho,999,6,3,38.00,19544.23,1,6,Rural,Public
9435,Larry,COHEN,7,5,3,50.90,27501.37,1,2,Urban,Governmental
9436,Michelle,Keller,11,4,2,43.70,5598.99,,,Rural,  PUBLIC  
9437,Annette,Downs,12,6,4,35.00,14621.84,,,Urban,Public
9438,Caitlyn,Wheeler,15,2,0,40.10,46142.34,1,5,-,Private
9439,Dwayne,Valdez,17,4,2,59.70,28342.53,1,1,Suburban, Public 
9440,Marco,Becker,9,4,2,42.10,,1,,Urban,private
9441,Barry,Larson,11,2,0,36.40,20794.61,0,0,urban,Public
9442,Bradley,Faulkner,11,6,4,47.70,46409.37,1,1,Suburban, Public 
9443,Rhonda,Waters,13,4,2,48.90,13011.76,1,2,Suburban,private
9444,Stacy,Salinas,12,5,3,46.50,18244.88,1,1,Urban,Public
9445,Kenneth,Morris,16,4,2,45.60,21487.65,1,2,SUB,Gov
9446,Jason,Bowers,3,2,0,36.50,11057.29,,,SUB,Public
9447,Jonathon,Fry,12,3,1,35.50,18307.88,1,4,urban,PUBLIC
9448,Judith,Cherry,12,2,0,72.80,53309.18,1,3,URB,Private
9449,  Lawrence   ,Silva,10,9,7,13.60,,,,-,public
9450,Nathan,Boyd,3,4,2,38.10,26356.81,1,2,Rural,Public
9451,Sierra,Brock,10,5,3,46.40,42159.82,0,,URBAN,PRIVATE
9452,Jason,,0,4,2,35.90,23326.85,1,3,Suburban,Homeschool
9453,Arthur,Everett,17,2,0,26.60,,0,0,Suburban,Public
9454,Monique,Young,12,6,4,34.20,26499.41,1,2,SUB,private
9455,Tammy,Little,8,4,2,28.80,,0,0,SUBURBAN,Public
9456,kayla,Dickson,3,4,2,48.10,19131.74,1,,Sub-urban,PUBLIC
9457,Joseph,Gillespie,13,4,2,42.20,33988.96,1,2,Urban,private 
9458,Eric,Murphy,13,7,5,38.00,27673.98,0,0, Rural ,private
9459,Felicia,Santiago,10,5,3,44.90,23541.92,1,2,Suburban,Public
9460,Monique,Charles,13,2,0,20.70,18317.6,,,SUBURBAN,Public
9461,Ashley,,9,5,3,,17528.6,,,Suburban,Gov
9463,Tom,Wood,14,6,4,,36072.04,1,4,Suburban,Private
9464,Dale,Evans,5,2,0,29.30,31025.05,0,,Suburban,private 
9465,  Alexandria   ,,5,6,4,51.50,29374.73,1,8,  Urban  ,Governmental
9466,Barbara,Short,45,5,3,34.20,42046.01,1,7,Urban,Private
9467,  Destiny   ,,14,7,5,26.20,25598.62,1,1,Suburban,?
9468,Sheena,Finley,6,6,4,33.40,14268.88,0,0,Urban,Public
9469,Darius,Coffey,5,6,4,33.60,13895.52,1,1,SUBURBAN,Public
9470,Jorge,Marquez,11,4,2,47.50,41395.32,1,7,Urban,PVT
9471,rebecca,Andrews,6,3,0,52.40,12019.78,0,0,SUBURBAN,PUB
9472,Miguel,Caldwell,9,3,1,41.50,24111.97,0,0,city,Public
9473,Gloria,Tyler,10,4,2,47.10,24033.77,1,1,suburban,private 
9474,Steven,Camacho,10,3,1,31.10,,0,0,Suburban,PRIVATE
9475,Stanley,Barnes,25,7,5,22.90,,0,0,City,Public
9476,Laurie,Vaughan,17,4,1,41.40,8990.08,,,Rural,Public
9477,Tanya,Mccormick,9,5,3,54.90,10988.99,1,2,?,Home School
9478,Haley,Horton,6,7,5,39.50,41622.55,1,1,Urban,public
9479,Lawrence,Torres,12,4,2,,31844.2,0,, Suburban ,private 
9480,Brad,Juarez,16,5,3,48.80,16851.67,,,Suburban,Public
9481,Mike,Durham,9,5,3,44.90,,,, suburban ,Public
9482,Stephanie,Short,14,5,3,37.90,32580.24,1,6,Rural,PVT
9483,Sheila,Colon,7,2,0,56.20,32604.0,0,0,  Suburban  ,Private
9484,Nathaniel,Harris,11,3,1,30.90,21129.58,1,,Urban,unknown
9485,Nathan,Walker,6,8,6,47.30,57120.43,1,7,Urban,Public
9486,Deanna,jensen,11,8,6,27.30,18502.9,,,rural, Private 
9487,Beverly,Lowe,10,3,1,43.40,35415.61,1,3,City,private
9488,Julie,Escobar,13,2,0,43.90,14427.83,1,,Suburban,Governmental
9489,,  Guzman   ,17,4,2,29.40,,0,0,Rural,public
9490,Sierra,Douglas,9,3,1,,,0,,Suburban,Public
9491,  Stefanie   ,Khan,3,5,3,50.40,,1,6,,PRIVATE
9492,Eric,Paul,10,4,2,42.20,16233.54,0,0,Suburban,Public
9493,Gene,Jackson,12,6,4,36.10,30817.73,1,4,Urban,Private
9494,Bryce,Barr,11,4,2,,,1,1,RUR,Public
9495,Logan,Gross,10,3,1,42.10,25299.69,1,1,Suburban, Public 
9496,Christian,Wilkins,16,8,6,,23509.56,1,1,Suburban,Public
9497,Jacqueline,Snow,11,7,5,27.80,,1,4,URB,public
9498,Levi,Spencer,10,5,3,47.40,38714.53,1,5,city,International
9499,Alicia,Unknown,8,8,6,27.10,16782.77,0,0, Urban ,Public
9500,Joshua,Padilla,4,7,5,51.40,20084.52,1,2,Suburban,Public
9501,Theodore,Ortega,12,3,1,37.50,7207.98,,,Suburban,Public
9502,Mariah,Willis,11,6,4,27.00,6156.87,,,Rural,Public
9503,,Mcbride,7,3,1,,14560.58,1,,city,Public
9504,Natasha,Marsh,10,3,1,53.60,47551.13,1,3,Urban,Public
9505,Maureen,Mccormick,10,6,4,39.90,22026.77,1,1,Suburban,PUBLIC
9506,Emily,Montes,8,3,1,38.90,,0,0,Suburb,private 
9507,Bryce,Burke,8,11,9,48.30,31624.49,1,2,Suburban,INTERNATIONAL
9508,Mariah,Gamble,12,5,2,43.50,34305.22,1,2,Urban,Private
9509,Dawn,Cobb,10,2,0,54.40,17689.95,0,0,city,  Public  
9510,Danny,Wright,8,3,1,59.00,26667.89,1,7,Suburban,Public
9511,Cory,Sims,7,3,1,24.60,19731.35,0,0,  RUR  ,international
9512,Jodi,Kemp,25,2,0,45.00,85851.43,1,6, Suburban ,International
9513,Carrie,Massey,14,2,0,67.90,21156.31,0,0,suburban,private 
9514,Joel,,0,4,2,50.30,38281.45,1,4,Suburban,N/A
9515,Dalton,Wilcox,10,4,2,50.80,23905.56,1,2,Suburb,Private
9516,Barry,Unknown,12,3,1,43.20,17391.94,0,0,suburban,Public
9517,Elijah,Unknown,15,3,1,,47965.83,1,5,city,Public
9518,Sophia,Herrera,12,3,1,22.70,84151.28,1,3,city,PVT
9519,Tonya,Unknown,11,2,0,46.90,19813.18,1,2,RURAL,Public
9520,Charlotte,Blackburn,13,2,0,55.00,,,, Rural ,  Gov  
9521,Krista,Clay,10,3,1,30.90,33094.43,1,2, SUBURBAN ,Public
9522,Carly,Murphy,11,5,2,35.00,34671.87,1,6,Urban,private 
9523,Suzanne,Rodriguez,9,2,0,47.40,86601.92,1,5,  Suburb  ,International
9524,Marcia,Harvey,5,2,0,26.70,approx 44.7k,1,2, urban ,  Homeschool  
9525,Caroline,Hansen,12,2,0,35.50,,,,City, Private 
9526,Amy,Hendricks,-5,2,0,32.60,51589.91,1,8,Suburban,  public  
9527,Bridget,Cummings,9,3,1,,39200.63,1,2,Suburban,Private
9528,Kelsey,French,14,3,1,47.70,49735.19,1,4,Urban,International
9529,Bruce,Beard,8,6,3,39.60,32685.62,0,0,  Sub-urban  ,Private
9530,Jean,Mcdonald,4,5,2,,44558.81,1,3,SUBURBAN,Public
9531,Antonio,Knight,8,9,7,45.00,"37,886.22",1,7,Urban,International
9532,Marcia,Alvarado,5,3,1,53.60,25850.69,0,0,city,Public
9533,Julie,Mcbride,12,4,2,36.20,27551.72,1,3,suburban,Public
9534,Michaela,Andrews,8,9,7,,16094.4,1,1,N/A,Public
9535,,Ayala,14,4,2,56.10,,1,1,  Rural  ,Private
9537,Mike,Padilla,7,8,6,52.50,"$21,525",1,1,suburban, Private 
9538,Cathy,Salazar,8,4,1,38.50,23158 EGP,1,2,Suburban,Gov
9539,Alan,Chan,12,6,3,62.90,29673.82,1,1, Urban ,Public
9540,Kristina,Herman,14,8,6,7.60,9608.53,0,0,Suburban,  homeschool  
9541,Marilyn,Lewis,3,7,5,37.80,52231.3,1,7,Urban, INTL 
9542,Virginia,,12,3,1,45.50,,1,2, Suburban ,Private
9543,Kevin,Burns,3,4,2,43.40,21240.84,1,,Urban,Public
9544,Shawn,King,9,2,0,53.50,41157.32,1,5,Urban,  Governmental  
9545,Jason,,14,4,2,39.70,22483.56,1,1,city,Public
9546,Katherine,Pearson,18,3,1,55.60,22483.18,0,0,URB,Public
9547,Brenda,Atkins,10,7,5,52.60,36535.88,1,8,Urban,  Public  
9548,  Kristina   ,Bautista,6,4,2,36.20,65306.24,1,3,Urban,private 
9549,Todd,  Mullen   ,9,4,1,55.80,29849.74,1,,Suburban,Public
9550,Breanna,Fry,11,2,0,44.40,"19404,65",0,0,urban,Public
9551,Yolanda,Andersen,8,9,7,49.30,24501.82,1,4,Urban,Private
9552,Charlotte,Downs,7,4,1,60.80,47428.38,1,,Urban,Public
9553,Ellen,Price,9,8,6,21.60,"21,425.86",1,,Village,Homeschool
9554,Kelly,Butler,12,3,1,27.50,50398 EGP,1,4,Urban,Public
9555,Gabriel,Stephens,10,5,3,49.10,31773.93,1,5,  Suburban  ,International
9556,Loretta,Miles,7,3,1,18.30,45431.34,1,3,Urban,Priv
9557,Casey,Boone,8,2,0,47.10,89962.46,1,9,  Urban  , Private 
9558,Marissa,Thornton,9,6,4,37.80,,0,,Village,Governmental
9559,Frederick,Logan,7,6,4,44.90,96175.41,1,4,Suburban,  PVT  
9560,Greg,Mccarty,8,4,2,57.90,42833.25,1,4,Suburban,Private
9561,Jill,Kelley,13,6,4,52.90,125961.89,1,9,URB,International
9562,Greg,Richardson,10,5,3,,17312.97,1,3,Urban,PUB
9563,Edward,Doyle,4,3,0,,"36693,26",0,0, city ,Private
9564,Vincent,Marquez,14,5,3,51.60,32456.54,1,3,Urban, Public 
9565,Karla,Dixon,12,3,1,50.30,27887.87,1,2,Rural,Public
9566,Kelly,Golden,6,7,5,42.40,38498.13,1,3,  URB  , private 
9567,Courtney,Owen,9,3,1,49.20,36197.83,1,4,URB,Int.
9568,Breanna,Carey,8,9,7,44.80,45633.94,1,6,Urban,Public
9569,Alec,Hess,13,5,3,27.00,28036.28,1,3,Urban,public
9570,Unknown,Fernandez,9,5,3,43.40,22388.3,1,2,  City  ,Public
9571,Rita,Reilly,10,6,4,63.00,38150.24,1,2,Urban, Private 
9572,Alex,Unknown,10,8,6,56.50,12902.86,,, rural ,  Homeschool  
9573,Meredith,Carroll,5,5,3,31.10,23883.84,1,2,Suburban,Private
9574,Curtis,Gillespie,16,6,4,39.60,,1,2,Urban,Public
9575,Alan,Mcclure,13,2,0,58.90,30661.38,1,4,urban,Gov
9576,Darin,Gibson,8,4,1,25.80,,0,0,  Suburb  ,PUBLIC
9577,Kevin,Pratt,11,3,1,44.50,29198.2,1,,Urban,  Public  
9578,Shelley,Pratt,14,5,3,26.80,9439.75,0,,Rural,Public
9579,Nathan,Romero,11,10,8,53.00,25320.45,1,3,Suburban,Public
9580,Brenda,CLEMENTS,16,4,2,47.70,41975.37,1,,Sub-urban,Private
9581,Roberta,Weeks,18,6,4,31.70,18440.19,1,2,Suburban,Priv
9582,Aaron,BUCKLEY,10,2,0,35.30,17795.31,1,1, Urban ,PUBLIC
9583,Martin,Bauer,8,4,2,57.10,45702.24,1,6,Urban, Private 
9584,Curtis,Mitchell,7,5,3,42.70,42289.85,1,3,Suburban,Private
9585,Billy,Reed,3,3,1,34.40,37539.78,1,1,city,Private
9586,Evelyn,Johnston,15,8,6,,23017.29,1,1,  Urban  ,PUB
9587,Karen,Fuller,9,8,6,41.10,12132.86,,,Rural,PUB
9588,Ricardo,Everett,14,6,4,,21326.01,1,2,Suburban,  Private  
9589,Philip,CONTRERAS,14,3,1,38.40,28780.69,1,5, URB ,Priv
9590,Anita,Armstrong,7,7,5,37.90,,0,, Rural ,home-school
9591,Cindy,Deleon,7,5,3,48.50,17313.95,,,Urban,Private
9592,Unknown,Yates,17,5,3,36.40,50918.36,1,3,Suburban,Private
9593,Alvin,,10,3,1,35.70,33325.74,1,2,Urban,Public
9594,Angelica,Silva,8,2,0,49.30,50253.69,1,4,Suburban,Private
9595,Terrance,Petersen,7,4,2,44.30,,1,1,Suburban,private 
9596,Kristin,  Nash   ,10,4,2,41.80,25038.01,0,2,Urban,Public
9597,,Norman,16,6,4,30.80,,,,  Rural  , Governmental 
9598,Leslie,Carlson,13,2,0,52.70,,1,1,Urban,private
9599,Sarah,washington,11,4,2,32.70,26036.57,1,3,Rural,Public
9600,Eduardo,Unknown,16,5,3,58.10,51178.68,1,1,Urban,  Private  
9602,Tina,Norton,12,3,1,58.90,32158.08,1,5,urban,Public
9603,Colleen,Pineda,18,4,2,64.90,25833.87,1,1,Urban,Public
9604,Wesley,whitaker,10,4,2,37.30,"24,849.49",1,2,Suburban,PUBLIC
9605,Felicia,webb,14,4,2,53.90,17551.53,0,0,Suburban,Public
9606,Stephanie,Bryant,999,11,9,32.90,,1,1,RURAL,Public
9607,Suzanne,Jensen,14,2,0,26.10,23435.21,1,1,Sub-urban,Public
9608,Jenna,Hunt,10,3,0,27.70,19884.44,0,0,Suburban,NA
9609,joanna,Ferguson,12,2,0,,45942 EGP,1,4,city,public
9610,Phyllis,Nixon,18,4,2,20.00,11782.49,,,Suburban,Public
9611,Chelsea,Wood,14,2,0,,20652.48,0,0,rural,public
9612,Sheri,Coffey,12,4,2,,17909.21,1,2, Urban ,Public
9613,,Nunez,8,4,2,53.80,18651.5,1,1,  City  ,Public
9614,Denise,Davenport,11,4,2,54.80,19551.8,1,4, Urban ,PUBLIC
9615,Joyce,Morales,7,2,0,,38521.1,1,5,N/A,  public  
9616,Laurie,Kelly,14,5,3,36.50,,0,0,Suburban,Public
9617,Emily,Johnston,14,4,2,28.10,32623.4,1,1,Urban,Public
9618,gary,Wilkins,10,8,6,44.40,17588.48,1,,Rural,public
9619,Dean,Maxwell,16,5,3,46.20,17438.06,1,1,Urban,Public
9620,,Fowler,16,3,1,61.90,32866.73,0,0,Urban, Private 
9621,Alec,Morrison,11,6,4,38.00,15255.75,0,0,URBAN,Public
9622,ADAM,Christian,13,5,3,52.00,29025.48,1,1,-,Public
9623,Christopher,Velazquez,8,5,3,31.40,,,,Suburban,PUBLIC
9625,Anna,hansen,7,7,5,52.90,47751.86,1,8,Urban,Homeschool
9626,Collin,Cross,9,2,0,28.30,34049.02,1,5,Urban,Int.
9627,Beverly,Tran,10,4,2,27.10,,0,0,Suburban,public
9628,Francis,Dodson,5,6,4,42.20,21992.55,1,2,Suburban,Public
9630,Tina,Hudson,14,6,4,38.20,33963.62,1,3,Urban, Governmental 
9631,Phillip,Unknown,10,4,2,45.50,"$31,863",1,4,Suburb,  Gov  
9632,Martin,Parker,3,5,3,,33647.08,1,2,Urban,PUB
9633,Victor,Hayes,10,4,2,33.90,35891.97,0,0,city,International
9634,Lacey,Rios,5,8,6,29.90,15624.29,0,0,rural,PUB
9635,Jenny,Horton,8,3,1,56.10,35895.04,1,1,Urban,Public
9636,Robin,Quinn,16,4,2,31.60,20934.13,0,0,Urban,Governmental
9637,Earl,Harmon,3,4,2,18.40,16565.47,,,Urban, PUB 
9638,Oscar,Campbell,8,5,3,56.90,82152.65,1,1,URBAN,Private
9639,Chase,Douglas,13,5,3,51.40,21564.5,1,5, Rural ,-
9640,Ashley,vaughan,8,5,3,31.30,,1,2,  Urban  ,  Homeschool  
9641,Ellen,White,8,5,3,39.80,22002.08,1,1,Suburban,Public
